Contract_month to month,Contract_one year,Contract_two year,Contract_unknown,InternetService_dsl,InternetService_fiber optic,InternetService_no,InternetService_unknown,MonthlyCharges,Partner,SeniorCitizen,gender,tenure,Churn
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11866600003156033,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.46684815544914526,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2144803677952387,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.8296072765843426,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16347224370819036,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.20360471548500736,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2184992789880497,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.4830866966613393,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03653549193309077,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.011638694033402,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007595634485857357,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.6993956083470978,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.954767125494544,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-1.1807577033012198,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1521070914204862,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.0302894469963528,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.29357582862491405,-1.137222981093309,-0.37106104934644724,0.9771786166205685,0.2448203043491099,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5878727900379298,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.0196421108128144,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0344335776066014,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.7320933524435415,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.16039365038295242,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-1.423200982561455,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2812639448708216,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.4419589869773539,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8632535202929916,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.6286938373995189,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7099928305656851,0.8793350263099811,2.694974322315176,-1.0233543622335455,0.8847323907477181,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4202436698276055,0.8793350263099811,-0.37106104934644724,0.9771786166205685,1.2095882274267717,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3583834668289068,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.5779666926707163,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.38743856088646644,0.8793350263099811,-0.37106104934644724,0.9771786166205685,1.2201070984197273,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5109620327550861,0.8793350263099811,2.694974322315176,-1.0233543622335455,-1.5073717596788716,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3995580410583743,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,1.7062398998624682,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.34652746988871375,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.0989324674926675,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.665929153779414,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.27875440392034984,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3106235218837732,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.9226712629053008,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3775569395614669,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-1.026463406936728,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7130171675179858,-1.137222981093309,-0.37106104934644724,0.9771786166205685,1.1352302578455948,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1772441849418012,-1.137222981093309,-0.37106104934644724,0.9771786166205685,0.9176483871001445,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9091788683296538,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.6232185495138177,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37659609496526203,0.8793350263099811,-0.37106104934644724,0.9771786166205685,1.5994519971349044,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.03896569766953546,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.122606511183658,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8179448336339696,-1.137222981093309,2.694974322315176,0.9771786166205685,0.050715588598559284,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.9695115833546344,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.002137724095710198,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2951756697733582,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.15088969270508787,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.9846594933428978,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.6936835315084356,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2976577957718745,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.2115328681123434,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2048192793349157,-1.137222981093309,2.694974322315176,0.9771786166205685,-0.8088476783309245,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7481982634077543,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.7246020982133002,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.5185799494749912,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.6933692666000569,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.4665479233319254,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.0009557326261167939,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7415261244416207,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.5303598502191259,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8622568301593582,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.2858310905620307,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5507892804731599,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.7833403765397927,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.551937623447718,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.15065513621635773,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13611069371042503,0.8793350263099811,2.694974322315176,-1.0233543622335455,-1.617471233378449,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.1033537346546296,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.3891386644790492,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.558943365063217,0.8793350263099811,-0.37106104934644724,0.9771786166205685,1.1218298620612173,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4885489145268509,0.8793350263099811,2.694974322315176,0.9771786166205685,0.9169440934362881,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.348881828216511,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.44910611255688554,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9602269916233509,0.8793350263099811,2.694974322315176,-1.0233543622335455,1.6111901952190113,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.31969669684701385,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.267781159030844,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5640889928707667,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.9733215337963299,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.243988935902475,0.8793350263099811,-0.37106104934644724,0.9771786166205685,1.27704885130859,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0211956824883028,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.4573899658258105,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.12695611308278815,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.046015323060195075,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34375437911033535,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.2745462559537784,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1212578435080416,-1.137222981093309,-0.37106104934644724,0.9771786166205685,0.1524931966612499,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01226575173128499,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.4131162709913103,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8549380099705093,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.39119498183288504,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.45063139527405777,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.38832131838394424,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8927586484830636,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.636918919009405,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8863217665729544,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.00286312023761298,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5294071001078787,0.8793350263099811,2.694974322315176,0.9771786166205685,0.9333251578069729,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46169926985910836,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.5154178407814909,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5977858574914127,-1.137222981093309,-0.37106104934644724,0.9771786166205685,0.7450451541322854,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7955836974849771,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.1926521205874813,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.19764806200701224,-1.137222981093309,-0.37106104934644724,0.9771786166205685,1.2208394809605618,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.158917303576335,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.285920639595164,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0248422963104082,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.09626846448201049,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23837896557451468,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.053347084972002815,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2470885655013884,0.8793350263099811,-0.37106104934644724,0.9771786166205685,1.7022257908445197,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4511911454923914,0.8793350263099811,2.694974322315176,0.9771786166205685,-0.3875270100045253,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0729138764430284,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,1.1750834556475682,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3092670197336533,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.14773875491362437,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2483795092958959,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.05068281966223531,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5556289811121339,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.3303795996845352,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09110954563180418,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.9589328220975782,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5969455071151493,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-1.202549477451205,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05062297532706317,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.2823343427167216,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17960715486723622,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.11273570987126212,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31985568472339565,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.917775253090839,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2932069915964133,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.2198105595339377,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.5142260390009603,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.720737243922525,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.336138739454733,-1.137222981093309,2.694974322315176,0.9771786166205685,-0.5472235982082785,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.30896989802959834,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.9121234435027329,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3358710223570742,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.8736388832560807,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0623758748755654,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.15531013466409352,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7642564609882813,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.20312132904349098,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05636332219630203,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.0270318227161261,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1433371558581029,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.1384643290521576,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2250156209009229,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,1.3265368378937836,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1971180138656385,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.19272492415549988,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08954532217017659,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.9641816625363634,1.0
